REG_Number,Department,Graduation_Year,CGPA,Internship,Internship_Months,Projects_Count,Certifications_Count,Python_Skill,SQL_Skill,DSA_Skill,DBMS_Skill,OOP_Skill,Computer_Networks_Skill,Operating_Systems_Skill,Web_Development_Skill,Cloud_Computing_Skill,Machine_Learning_Skill,Communication_Skill,Problem_Solving_Skill,Industry_Python_Required,Industry_SQL_Required,Industry_DSA_Required,Industry_DBMS_Required,Industry_OOP_Required,Industry_Computer_Networks_Required,Industry_Operating_Systems_Required,Industry_Web_Development_Required,Industry_Cloud_Computing_Required,Industry_Machine_Learning_Required,Industry_Communication_Required,Industry_Problem_Solving_Required,Python_Gap,SQL_Gap,DSA_Gap,DBMS_Gap,OOP_Gap,Computer_Networks_Gap,Operating_Systems_Gap,Web_Development_Gap,Cloud_Computing_Gap,Machine_Learning_Gap,Communication_Gap,Problem_Solving_Gap,Overall_Skill_Gap,Skill_Alignment_Percentage,Placement_Status,event_timestamp
231FA04329,CSE,2027,7.18,Yes,4,3,1,7.9,4.9,6.4,5.3,3.2,5.2,6.9,7.5,6.4,8.5,8.1,6.6,9,7,8,7,9,8,8,8,6,7,7,8,1.1,2.1,1.6,1.7,5.8,2.8,1.1,0.5,0,0,0,1.4,1.51,84.9,Not Placed,2026-03-24 00:00:00
231FA04330,CSE,2027,9.09,Yes,3,4,5,7.3,8.1,7.6,5.8,7.2,8.4,9.2,8.8,8,9.4,8.1,7.5,8,8,8,8,9,7,8,7,7,7,9,8,0.7,0,0.4,2.2,1.8,0,0,0,0,0,0.9,0.5,0.54,94.6,Placed,2026-03-24 06:00:00
231FA04331,CSE,2027,7.51,Yes,5,5,0,8.9,7.9,8.6,5.5,5.9,6,7.2,9.3,5.6,8.1,5.5,9.6,9,8,8,7,9,7,7,6,7,7,8,9,0.1,0.1,0,1.5,3.1,1,0,0,1.4,0,2.5,0,0.81,91.9,Placed,2026-03-24 12:00:00
231FA04332,CSE-AIML,2027,7.81,Yes,8,2,4,5,7.9,8.1,7.8,5.9,5.7,8.6,8.3,8.3,8.5,5.1,5.1,9,8,7,6,9,8,8,8,8,8,8,8,4,0.1,0,0,3.1,2.3,0,0,0,0,2.9,2.9,1.28,87.2,Placed,2026-03-24 18:00:00
231FA04333,CSE,2027,8.3,No,0,2,3,6,6.2,6.1,7.2,8.2,6.5,5.8,7.9,6.5,7,6.4,7.3,8,7,7,7,7,7,7,7,7,8,7,8,2,0.8,0.9,0,0,0.5,1.2,0,0.5,1,0.6,0.7,0.68,93.2,Placed,2026-03-25 00:00:00
231FA04334,CSE,2027,8.02,Yes,3,4,2,5.9,8.1,7.1,6.2,7.8,6.2,6.2,5.6,5,7.8,8.6,6.6,9,8,7,7,8,7,7,7,7,7,9,9,3.1,0,0,0.8,0.2,0.8,0.8,1.4,2,0,0.4,2.4,0.99,90.1,Not Placed,2026-03-25 06:00:00
231FA04335,CSE,2027,7.76,No,0,1,2,5.5,4.3,3.8,7.4,4.1,5.1,6.9,6.6,6.9,6.5,6.1,5.1,7,8,8,6,8,7,7,7,7,6,8,8,1.5,3.7,4.2,0,3.9,1.9,0.1,0.4,0.1,0,1.9,2.9,1.72,82.8,Not Placed,2026-03-25 12:00:00
231FA04336,CSE,2027,7.92,No,0,4,2,6.1,6.6,4.6,5.9,6.5,6.1,6.5,7.8,7.9,8.8,5,6.4,9,9,7,6,8,7,7,7,8,8,9,9,2.9,2.4,2.4,0.1,1.5,0.9,0.5,0,0.1,0,4,2.6,1.45,85.5,Not Placed,2026-03-25 18:00:00
231FA04337,CSE-DS,2027,9.45,Yes,3,2,5,9,5.2,6,6.7,10,6.2,8.8,7.4,6,10,7.7,7.9,8,8,9,7,8,7,8,7,7,7,7,8,0,2.8,3,0.3,0,0.8,0,0,1,0,0,0.1,0.67,93.3,Placed,2026-03-26 00:00:00
231FA04338,CSE-AIML,2027,7.61,No,0,2,1,7.2,7.1,9.2,8.8,5.4,9.1,5.7,6.9,4.7,7.8,6.2,5.1,8,8,9,7,8,8,7,7,7,7,8,7,0.8,0.9,0,0,2.6,0,1.3,0.1,2.3,0,1.8,1.9,0.98,90.2,Not Placed,2026-03-26 06:00:00
231FA04339,CSE,2027,7.8,Yes,4,3,3,8.5,8.9,8.9,5.2,9,6.7,9.6,7.8,7.4,7.1,7,6.2,8,8,9,6,8,7,7,7,7,7,8,9,0,0,0.1,0.8,0,0.3,0,0,0,0,1,2.8,0.42,95.8,Not Placed,2026-03-26 12:00:00
231FA04340,CSE,2027,8.44,No,0,2,1,5.4,6.3,8.2,5,8.4,6.9,7.7,7.7,7.9,6.7,6.8,7.8,8,8,8,7,9,7,7,7,7,7,7,9,2.6,1.7,0,2,0.6,0.1,0,0,0,0.3,0.2,1.2,0.72,92.8,Placed,2026-03-26 18:00:00
231FA04341,CSE,2027,8.48,Yes,2,3,1,5.7,5.5,6.5,7.4,9.4,7.1,9.5,7.7,6.5,8.5,6.7,7.4,8,8,7,8,9,6,7,6,7,7,8,9,2.3,2.5,0.5,0.6,0,0,0,0,0.5,0,1.3,1.6,0.78,92.2,Not Placed,2026-03-27 00:00:00
231FA04342,CSE,2027,8.54,No,0,2,6,5.5,5.2,7.8,8.5,9.6,6.1,9,8.8,6.5,8.9,8.3,8.6,8,7,8,6,7,7,7,6,7,6,8,9,2.5,1.8,0.2,0,0,0.9,0,0,0.5,0,0,0.4,0.52,94.8,Placed,2026-03-27 06:00:00
231FA04343,CSE,2027,8.13,Yes,8,5,7,10,9.1,5,8.1,5.7,7.9,7.8,7,6.4,7,7.3,7.5,7,8,7,6,9,7,6,7,7,8,8,8,0,0,2,0,3.3,0,0,0,0.6,1,0.7,0.5,0.68,93.2,Placed,2026-03-27 12:00:00
231FA04344,CSE,2027,6.79,Yes,6,1,1,6.6,7.2,6.1,8.1,6.4,7.6,6.1,9.9,7,8.5,5.6,5.9,8,9,8,7,9,6,7,7,7,6,9,8,1.4,1.8,1.9,0,2.6,0,0.9,0,0,0,3.4,2.1,1.18,88.2,Not Placed,2026-03-27 18:00:00
231FA04345,CSE,2027,8.88,No,0,3,4,6.8,10,6.9,6.1,8.8,7.2,6.9,6.4,7.8,8.5,8.1,6.6,8,7,9,7,8,7,6,8,6,6,9,8,1.2,0,2.1,0.9,0,0,0,1.6,0,0,0.9,1.4,0.68,93.2,Placed,2026-03-28 00:00:00
231FA04346,CSE-AIML,2027,6.79,No,0,6,0,5.5,2.3,5.6,6.3,6.7,6.4,10,7.4,5.2,7.6,7.3,5.5,8,8,8,8,7,7,7,7,6,7,8,8,2.5,5.7,2.4,1.7,0.3,0.6,0,0,0.8,0,0.7,2.5,1.43,85.7,Placed,2026-03-28 06:00:00
231FA04347,CSE-AIML,2027,7.88,Yes,5,1,2,7.1,7.4,8,4.5,7.6,8.5,9.1,5.2,6.6,6.7,7.6,6.6,8,9,7,6,7,7,8,7,7,7,7,7,0.9,1.6,0,1.5,0,0,0,1.8,0.4,0.3,0,0.4,0.58,94.2,Placed,2026-03-28 12:00:00
231FA04348,CSE,2027,7.08,Yes,4,2,2,5.8,7,6.3,7.4,5.7,5.4,8.4,9.6,9,6.6,8,5.9,9,9,8,7,8,8,6,7,7,7,7,8,3.2,2,1.7,0,2.3,2.6,0,0,0,0.4,0,2.1,1.19,88.1,Not Placed,2026-03-28 18:00:00
231FA04349,CSE,2027,7.6,No,0,4,2,7.5,6.1,8.4,8.3,9.5,6.6,8.8,7.5,7,7.3,9,6.7,7,7,8,7,8,8,7,7,6,7,8,8,0,0.9,0,0,0,1.4,0,0,0,0,0,1.3,0.3,97,Placed,2026-03-29 00:00:00
231FA04350,CSE-AIML,2027,7.9,No,0,3,1,6.6,4.1,6.5,7.1,5.8,5.5,4.4,6,8.5,4.9,7.7,7.8,8,8,8,6,7,6,7,7,6,7,8,9,1.4,3.9,1.5,0,1.2,0.5,2.6,1,0,2.1,0.3,1.2,1.31,86.9,Placed,2026-03-29 06:00:00
231FA04351,CSE,2027,7.89,No,0,5,3,10,8.4,8.3,7.6,7.1,8.2,8.7,7.3,8.7,10,7.2,7.2,8,7,8,7,8,7,7,8,7,7,8,8,0,0,0,0,0.9,0,0,0.7,0,0,0.8,0.8,0.27,97.3,Not Placed,2026-03-29 12:00:00
231FA04352,CSE-DS,2027,7.97,No,0,4,3,6.9,7.2,8.5,7.1,7.3,6.7,7.6,6.4,5.5,7.6,9.5,6.7,8,8,8,7,8,6,7,7,6,7,8,9,1.1,0.8,0,0,0.7,0,0,0.6,0.5,0,0,2.3,0.5,95,Not Placed,2026-03-29 18:00:00
231FA04353,CSE-AIML,2027,8.86,No,0,4,4,6,9.7,7.3,8.5,6.4,7.3,9,7.4,7.5,5.4,8.3,6.3,7,8,7,8,8,7,7,7,7,6,8,9,1,0,0,0,1.6,0,0,0,0,0.6,0,2.7,0.49,95.1,Not Placed,2026-03-30 00:00:00
231FA04354,CSE,2027,7.99,No,0,5,4,8.6,7.5,7.6,8.2,7.7,9.4,9.2,5.7,7,8.3,6,5.3,9,7,8,7,7,6,7,8,7,7,8,8,0.4,0,0.4,0,0,0,0,2.3,0,0,2,2.7,0.65,93.5,Placed,2026-03-30 06:00:00
231FA04355,CSE,2027,7.47,Yes,3,2,1,5.8,6.6,2.2,5.3,4.5,8.1,7.9,7.1,6.8,7.4,5.5,8.3,7,8,9,7,8,8,8,8,7,7,9,7,1.2,1.4,6.8,1.7,3.5,0,0.1,0.9,0.2,0,3.5,0,1.61,83.9,Placed,2026-03-30 12:00:00
231FA04356,CSE-AIML,2027,8.37,Yes,10,3,2,7.2,8.2,8.2,7.8,7.5,7.4,7,7.7,7.4,6.5,7.9,7.4,7,8,7,7,8,7,7,7,7,7,8,8,0,0,0,0,0.5,0,0,0,0,0.5,0.1,0.6,0.14,98.6,Not Placed,2026-03-30 18:00:00
231FA04357,CSE,2027,8.54,No,0,3,4,8.6,4.8,7.1,6.2,6.4,7.8,5.3,7.3,7.1,5.8,7.3,6.1,8,8,8,7,8,7,7,7,6,7,8,9,0,3.2,0.9,0.8,1.6,0,1.7,0,0,1.2,0.7,2.9,1.08,89.2,Placed,2026-03-31 00:00:00
231FA04358,CSE-AIML,2027,6.73,No,0,3,2,9.3,8.1,6.7,6,7.2,7.5,6.9,5.3,6.3,6.7,6.9,7,8,9,8,7,8,6,6,6,7,8,9,7,0,0.9,1.3,1,0.8,0,0,0.7,0.7,1.3,2.1,0,0.73,92.7,Not Placed,2026-03-31 06:00:00
231FA04359,CSE-DS,2027,8.1,Yes,8,4,5,8.3,9.1,8.7,8.1,5.8,8.9,8.4,7.1,7.4,7.5,6.9,5.2,9,7,8,8,8,6,7,8,8,7,9,8,0.7,0,0,0,2.2,0,0,0.9,0.6,0,2.1,2.8,0.78,92.2,Placed,2026-03-31 12:00:00
231FA04360,CSE-AIML,2027,8.18,Yes,3,4,1,5.7,6,4.6,5.7,8.5,7.7,5.9,6.2,8.6,8.6,7.2,8.6,7,9,7,6,9,7,7,7,7,7,8,8,1.3,3,2.4,0.3,0.5,0,1.1,0.8,0,0,0.8,0,0.85,91.5,Placed,2026-03-31 18:00:00
231FA04361,CSE,2027,7.43,No,0,6,1,6,7.3,5.1,6.5,7,4.9,7.7,7.9,8.2,9.9,7.5,6.9,8,9,8,7,7,6,7,7,7,7,8,8,2,1.7,2.9,0.5,0,1.1,0,0,0,0,0.5,1.1,0.82,91.8,Placed,2026-04-01 00:00:00
231FA04362,CSE-AIML,2027,8.68,Yes,5,1,2,4.9,7.4,7.6,5.2,6.6,6.9,7.6,8,6.2,7.2,7.6,6.7,8,8,8,7,8,7,7,7,7,6,9,8,3.1,0.6,0.4,1.8,1.4,0.1,0,0,0.8,0,1.4,1.3,0.91,90.9,Placed,2026-04-01 06:00:00
231FA04363,CSE,2027,7.54,Yes,6,2,4,6.4,7.9,6.7,5.5,8.7,5.6,6.8,7.4,7.5,7.2,3.3,6.1,8,8,9,7,7,7,6,7,7,7,8,9,1.6,0.1,2.3,1.5,0,1.4,0,0,0,0,4.7,2.9,1.21,87.9,Placed,2026-04-01 12:00:00
231FA04364,CSE,2027,7.74,Yes,12,3,2,7.3,6.8,7.6,8.2,7.6,6.1,6.3,9,6.7,6.8,7.6,8.5,8,7,8,7,8,7,7,8,7,7,8,7,0.7,0.2,0.4,0,0.4,0.9,0.7,0,0.3,0.2,0.4,0,0.35,96.5,Placed,2026-04-01 18:00:00
231FA04365,CSE-DS,2027,7.52,Yes,8,3,5,6,6.5,5.2,6.8,7.9,6.7,9.4,7.3,7,6.7,5.5,7.1,8,7,8,7,7,7,7,7,6,6,7,8,2,0.5,2.8,0.2,0,0.3,0,0,0,0,1.5,0.9,0.68,93.2,Not Placed,2026-04-02 00:00:00
231FA04366,CSE,2027,7.66,Yes,4,2,1,7.2,6.6,7,5.9,5.2,6.6,7,6.5,7,7.7,7.7,7.8,7,8,9,6,8,7,7,7,7,6,8,7,0,1.4,2,0.1,2.8,0.4,0,0.5,0,0,0.3,0,0.62,93.8,Placed,2026-04-02 06:00:00
231FA04367,CSE-DS,2027,6.83,Yes,8,3,2,8,7.4,7.2,9.2,7.8,5.7,4.5,6.5,7.6,8,5.2,7.7,8,7,8,7,9,7,7,6,6,7,7,8,0,0,0.8,0,1.2,1.3,2.5,0,0,0,1.8,0.3,0.66,93.4,Placed,2026-04-02 12:00:00
231FA04368,CSE-DS,2027,6.57,Yes,3,2,2,8,7.4,7.1,6.4,6,7.6,7.3,6.2,9.8,4.7,6.3,5.6,8,8,9,7,8,7,6,8,7,6,8,8,0,0.6,1.9,0.6,2,0,0,1.8,0,1.3,1.7,2.4,1.03,89.7,Not Placed,2026-04-02 18:00:00
231FA04369,CSE,2027,8.85,No,0,5,6,8,5.1,9.1,8.8,7.9,7.2,8.4,8,8.7,7.4,7.3,8.9,8,8,8,8,8,7,8,7,7,7,8,8,0,2.9,0,0,0.1,0,0,0,0,0,0.7,0,0.31,96.9,Placed,2026-04-03 00:00:00
231FA04370,CSE,2027,7.01,Yes,3,2,3,7.6,6.6,7.2,7,7.4,8.4,6.3,6,7.1,6.1,5.6,8,8,7,8,6,7,7,6,7,7,7,8,8,0.4,0.4,0.8,0,0,0,0,1,0,0.9,2.4,0,0.49,95.1,Placed,2026-04-03 06:00:00
231FA04371,CSE,2027,6.91,No,0,2,2,6.1,4.1,7.5,5.9,7.2,7.8,6.7,3.9,4,5.6,6.4,8,8,8,7,6,8,7,8,8,8,7,9,7,1.9,3.9,0,0.1,0.8,0,1.3,4.1,4,1.4,2.6,0,1.67,83.3,Placed,2026-04-03 12:00:00
231FA04372,CSE,2027,6.03,No,0,4,0,6.8,9.7,4.5,6.5,5.8,6.7,8.6,8.7,6.5,7.5,6.7,5,8,9,8,7,8,6,7,7,7,8,8,8,1.2,0,3.5,0.5,2.2,0,0,0,0.5,0.5,1.3,3,1.06,89.4,Placed,2026-04-03 18:00:00
231FA04373,CSE,2027,7.17,Yes,6,3,1,6.8,6.1,6.7,5.7,7,7.2,7.7,7.2,8.8,9.5,6.3,8,8,8,8,7,8,7,8,6,7,8,7,7,1.2,1.9,1.3,1.3,1,0,0.3,0,0,0,0.7,0,0.64,93.6,Placed,2026-04-04 00:00:00
231FA04374,CSE-AIML,2027,6.66,No,0,4,2,9.3,7.9,7.6,4.4,6,6.2,8.4,5.8,6.6,7.7,5.7,7,8,9,8,8,8,7,7,7,8,7,8,8,0,1.1,0.4,3.6,2,0.8,0,1.2,1.4,0,2.3,1,1.15,88.5,Placed,2026-04-04 06:00:00
231FA04375,CSE,2027,8.88,Yes,5,3,3,7.5,8.4,8.1,8.1,7.5,5.2,7.5,7.3,8.2,6.7,7.3,7.4,8,9,7,7,8,7,7,8,8,7,8,7,0.5,0.6,0,0,0.5,1.8,0,0.7,0,0.3,0.7,0,0.42,95.8,Placed,2026-04-04 12:00:00
231FA04376,CSE,2027,8.41,No,0,2,2,5.9,5.3,7.3,8,6,6.5,7.8,7.9,7.1,7.3,7.4,7.7,8,9,8,7,7,7,7,7,7,7,8,9,2.1,3.7,0.7,0,1,0.5,0,0,0,0,0.6,1.3,0.82,91.8,Placed,2026-04-04 18:00:00
231FA04377,CSE-DS,2027,7.13,Yes,2,6,1,5.8,9.5,7.5,8,6.2,6.9,7.6,4.9,6,6.2,5.5,7.3,7,8,9,6,8,7,7,7,7,6,7,7,1.2,0,1.5,0,1.8,0.1,0,2.1,1,0,1.5,0,0.77,92.3,Placed,2026-04-05 00:00:00
231FA04378,CSE,2027,9.34,No,0,4,4,7.3,9.1,6,7.7,6.3,5.2,8.1,8.2,8.1,5.7,7.5,8.1,7,8,8,7,9,6,7,7,7,7,8,7,0,0,2,0,2.7,0.8,0,0,0,1.3,0.5,0,0.61,93.9,Not Placed,2026-04-05 06:00:00
231FA04379,CSE-DS,2027,8.39,Yes,5,5,3,8.6,8.2,8.6,8.8,7.5,8,8.7,7.9,8.9,8.5,6.6,5.8,9,8,9,7,8,7,6,8,7,7,9,9,0.4,0,0.4,0,0.5,0,0,0.1,0,0,2.4,3.2,0.58,94.2,Placed,2026-04-05 12:00:00
231FA04380,CSE,2027,7.41,Yes,5,5,3,7.2,5.7,7.3,7.2,8.8,7.9,8.4,6.6,9.1,8.3,7.8,5,8,7,8,8,8,7,7,7,8,7,8,8,0.8,1.3,0.7,0.8,0,0,0,0.4,0,0,0.2,3,0.6,94,Placed,2026-04-05 18:00:00
231FA04381,CSE,2027,5.78,Yes,8,5,2,8.3,9,6.8,6.9,6.2,4.8,6.1,8.9,8.2,5.9,6.1,9.5,7,8,8,8,9,7,7,7,6,7,8,8,0,0,1.2,1.1,2.8,2.2,0.9,0,0,1.1,1.9,0,0.93,90.7,Placed,2026-04-06 00:00:00
231FA04382,CSE-AIML,2027,9.37,No,0,2,1,5.6,6,6.4,5.2,6.2,6.2,5.8,8.6,5.4,6.7,5.8,6.6,9,8,8,7,8,7,7,6,7,8,9,7,3.4,2,1.6,1.8,1.8,0.8,1.2,0,1.6,1.3,3.2,0.4,1.59,84.1,Not Placed,2026-04-06 06:00:00
231FA04383,CSE-AIML,2027,6.61,No,0,4,5,5.7,7,7.3,8.7,6.2,8.9,5.9,6.6,9.1,10,9,6.6,8,8,9,7,9,6,8,7,8,7,7,8,2.3,1,1.7,0,2.8,0,2.1,0.4,0,0,0,1.4,0.98,90.2,Not Placed,2026-04-06 12:00:00
231FA04384,CSE-DS,2027,6.42,Yes,5,5,0,7.4,7.6,7.2,5.5,7.1,6.2,5.6,6.4,7.2,8,6.5,6.7,8,8,9,7,8,7,7,8,7,7,9,8,0.6,0.4,1.8,1.5,0.9,0.8,1.4,1.6,0,0,2.5,1.3,1.07,89.3,Placed,2026-04-06 18:00:00
231FA04385,CSE-AIML,2027,8.42,No,0,3,4,8.1,7.2,7.5,7.2,7.3,5.7,7.2,8.8,7.3,6,8.9,8,7,8,8,6,8,7,8,8,7,7,7,8,0,0.8,0.5,0,0.7,1.3,0.8,0,0,1,0,0,0.42,95.8,Placed,2026-04-07 00:00:00
231FA04386,CSE-DS,2027,9.48,Yes,2,6,1,8.6,8.5,6.2,8.4,9.3,7,5.2,8.1,7.6,5.7,8.4,8.3,7,8,7,7,8,8,6,7,8,7,8,7,0,0,0.8,0,0,1,0.8,0,0.4,1.3,0,0,0.36,96.4,Not Placed,2026-04-07 06:00:00
231FA04387,CSE,2027,8.69,No,0,4,5,5.5,9.7,8.3,5,8.3,8.3,9.1,6.5,8.4,7,6.6,6.2,7,9,8,7,8,6,7,7,7,7,8,8,1.5,0,0,2,0,0,0,0.5,0,0,1.4,1.8,0.6,94,Placed,2026-04-07 12:00:00
231FA04388,CSE,2027,8.07,Yes,3,5,2,4.9,7.9,6.9,3.9,7.4,8.7,5.6,6.4,7.8,4.1,6.6,7.7,9,8,7,7,8,6,7,7,7,7,8,8,4.1,0.1,0.1,3.1,0.6,0,1.4,0.6,0,2.9,1.4,0.3,1.22,87.8,Placed,2026-04-07 18:00:00
231FA04389,CSE-AIML,2027,8.1,No,0,3,3,6.2,5.3,5.4,4.9,6.1,8.2,9.9,7,7.9,5.7,4.3,9.2,8,8,8,7,7,8,6,8,8,6,9,8,1.8,2.7,2.6,2.1,0.9,0,0,1,0.1,0.3,4.7,0,1.35,86.5,Placed,2026-04-08 00:00:00
231FA04390,CSE-DS,2027,8.29,Yes,4,2,5,6.5,8.1,7.4,8.4,8.4,7.5,7.7,8.7,6.7,9.1,6.3,7.3,8,8,8,6,8,7,7,7,7,7,8,8,1.5,0,0.6,0,0,0,0,0,0.3,0,1.7,0.7,0.4,96,Placed,2026-04-08 06:00:00
231FA04391,CSE-DS,2027,8.22,Yes,3,4,1,7.9,5.1,8.8,7.7,10,9.7,7.1,9.3,8.2,7.4,5,5.3,7,8,8,6,8,7,7,7,7,7,9,8,0,2.9,0,0,0,0,0,0,0,0,4,2.7,0.8,92,Placed,2026-04-08 12:00:00
231FA04392,CSE,2027,7.86,Yes,4,2,3,7,6.3,7.2,8.7,8,6.1,8.1,5.8,5.5,7.4,5.9,6.1,8,9,7,7,8,7,8,7,7,6,8,8,1,2.7,0,0,0,0.9,0,1.2,1.5,0,2.1,1.9,0.94,90.6,Not Placed,2026-04-08 18:00:00
231FA04393,CSE,2027,7.73,Yes,8,3,1,8.1,7.7,6.4,4.9,6,9.3,8.1,8.7,7.2,6.4,8,8.5,8,8,7,7,9,8,6,8,7,6,9,8,0,0.3,0.6,2.1,3,0,0,0,0,0,1,0,0.58,94.2,Placed,2026-04-09 00:00:00
231FA04394,CSE-AIML,2027,7.6,Yes,4,2,3,6.3,6,5,6,7.7,6.2,8.1,9.4,6.9,6.9,7.6,6.2,8,8,8,8,7,7,7,8,7,7,9,8,1.7,2,3,2,0,0.8,0,0,0.1,0.1,1.4,1.8,1.08,89.2,Not Placed,2026-04-09 06:00:00
231FA04395,CSE,2027,7.08,Yes,6,3,0,5.9,5.9,5.2,7.8,6.1,8.1,7.3,6.6,7.7,5.5,5.7,7.6,9,7,8,7,7,7,8,8,7,7,8,9,3.1,1.1,2.8,0,0.9,0,0.7,1.4,0,1.5,2.3,1.4,1.27,87.3,Placed,2026-04-09 12:00:00
231FA04396,CSE-DS,2027,7.44,No,0,1,4,3.9,6.6,7.4,8.3,8.5,6.5,7.6,5.6,6.1,8.3,6.6,6.8,7,9,8,7,9,7,6,7,8,7,8,7,3.1,2.4,0.6,0,0.5,0.5,0,1.4,1.9,0,1.4,0.2,1,90,Placed,2026-04-09 18:00:00
231FA04397,CSE-DS,2027,6.38,Yes,8,4,1,5.4,7.3,7.7,7.6,5.2,8,5.5,6.7,4.7,6.5,5.5,6.2,8,8,7,7,8,7,6,7,7,6,8,8,2.6,0.7,0,0,2.8,0,0.5,0.3,2.3,0,2.5,1.8,1.12,88.8,Placed,2026-04-10 00:00:00
231FA04398,CSE,2027,7.58,Yes,3,3,3,7.1,8.1,8,4.1,7.9,7.3,6.3,5.9,6.9,7.3,7.5,6.8,8,8,7,7,8,7,6,7,7,7,8,8,0.9,0,0,2.9,0.1,0,0,1.1,0.1,0,0.5,1.2,0.57,94.3,Placed,2026-04-10 06:00:00
231FA04399,CSE-AIML,2027,6.91,Yes,6,6,2,4,6.5,5.7,9.7,7.2,8.1,8,7.5,6.6,6.5,4.6,7.3,7,8,9,7,9,8,7,7,7,7,8,8,3,1.5,3.3,0,1.8,0,0,0,0.4,0.5,3.4,0.7,1.22,87.8,Placed,2026-04-10 12:00:00
231FA04400,CSE-AIML,2027,6.82,Yes,5,2,2,7,6.6,6.8,5.2,6.3,5.9,7.5,6.7,5.9,6.5,5.4,6.3,8,8,8,7,7,6,6,8,7,6,8,8,1,1.4,1.2,1.8,0.7,0.1,0,1.3,1.1,0,2.6,1.7,1.08,89.2,Not Placed,2026-04-10 18:00:00
231FA04401,CSE,2027,7.78,Yes,10,3,5,7.9,5.6,7.1,6.3,5.6,9.5,8.8,6.5,6.9,4.7,5.2,5.8,9,8,8,7,7,7,7,7,8,7,8,8,1.1,2.4,0.9,0.7,1.4,0,0,0.5,1.1,2.3,2.8,2.2,1.28,87.2,Placed,2026-04-11 00:00:00
231FA04402,CSE-DS,2027,8.69,Yes,4,4,7,7.6,7.5,8.1,8.5,8,6.3,8.1,8.5,7.1,5.4,9.2,7.8,7,8,8,7,8,8,7,7,7,7,7,7,0,0.5,0,0,0,1.7,0,0,0,1.6,0,0,0.32,96.8,Placed,2026-04-11 06:00:00
231FA04403,CSE,2027,8.34,Yes,2,7,5,4.3,10,7.2,10,8.3,7.6,8,6.9,7.9,10,6.7,8.5,8,8,8,7,8,7,6,8,7,7,8,8,3.7,0,0.8,0,0,0,0,1.1,0,0,1.3,0,0.57,94.3,Not Placed,2026-04-11 12:00:00
231FA04404,CSE-DS,2027,6.47,Yes,2,5,4,6.2,6.9,9.6,7.8,8,7.2,10,5.9,5.1,9.2,6.6,7.6,8,9,9,8,8,7,7,7,7,7,8,9,1.8,2.1,0,0.2,0,0,0,1.1,1.9,0,1.4,1.4,0.83,91.7,Placed,2026-04-11 18:00:00
231FA04405,CSE,2027,6.91,Yes,8,2,4,9,7.4,9.6,7,6,3.9,7.2,4,7.2,8.7,6.8,7.1,8,8,8,7,9,7,7,7,6,7,8,8,0,0.6,0,0,3,3.1,0,3,0,0,1.2,0.9,0.98,90.2,Placed,2026-04-12 00:00:00
231FA04406,CSE-DS,2027,8.36,Yes,5,3,2,8.2,7.9,8.5,7.1,4.3,8.6,6.8,6,7.5,7.3,6.2,5.5,8,8,7,8,8,8,8,7,8,7,9,8,0,0.1,0,0.9,3.7,0,1.2,1,0.5,0,2.8,2.5,1.06,89.4,Placed,2026-04-12 06:00:00
231FA04407,CSE,2027,6.91,Yes,8,2,4,7.4,5.8,7,7.3,8.1,9.5,7.1,6.3,8.9,8.2,7.1,7.1,8,8,8,7,8,7,8,6,7,6,8,8,0.6,2.2,1,0,0,0,0.9,0,0,0,0.9,0.9,0.54,94.6,Placed,2026-04-12 12:00:00
231FA04408,CSE,2027,7.48,Yes,3,4,3,7.1,7.3,7,5.9,7.1,9.3,6.1,6.8,6,8.6,8.2,5.5,9,8,8,8,8,8,7,7,7,7,8,7,1.9,0.7,1,2.1,0.9,0,0.9,0.2,1,0,0,1.5,0.85,91.5,Not Placed,2026-04-12 18:00:00
231FA04409,CSE-DS,2027,8.06,No,0,4,1,4.3,8,5.2,7.9,6.1,7.7,7.4,6.2,5.8,7.6,6,8.3,7,7,8,7,7,6,8,7,6,6,8,8,2.7,0,2.8,0,0.9,0,0.6,0.8,0.2,0,2,0,0.83,91.7,Placed,2026-04-13 00:00:00
231FA04410,CSE,2027,6.92,Yes,2,3,2,5.8,7.2,6.3,6.8,5.9,6.6,3.6,5.8,6.1,6.7,8.4,5.9,8,8,8,7,9,7,7,7,7,7,8,8,2.2,0.8,1.7,0.2,3.1,0.4,3.4,1.2,0.9,0.3,0,2.1,1.36,86.4,Not Placed,2026-04-13 06:00:00
231FA04411,CSE,2027,7.73,No,0,5,6,9.1,6.2,5.9,5,8.1,7.4,8,7.5,7.3,7.7,10,6.7,8,9,9,7,8,8,8,7,6,6,8,8,0,2.8,3.1,2,0,0.6,0,0,0,0,0,1.3,0.82,91.8,Not Placed,2026-04-13 12:00:00
231FA04412,CSE-DS,2027,6.65,Yes,6,4,4,9.6,8.1,7.5,7.7,3,6.7,6.2,9.7,6.6,7,7,5.4,8,9,8,7,9,8,6,6,7,8,8,8,0,0.9,0.5,0,6,1.3,0,0,0.4,1,1,2.6,1.14,88.6,Placed,2026-04-13 18:00:00
